name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method,random_angle_rad,stellar_magnitude_scaled
Kepler-287 b,2727.0,14.952,Neptune-like,2014,6.04,Earth,0.208,Jupiter,0.145,0.05557837,0.0,Transit,3.920342090161109,0.6780831313731767
Kepler-287 c,2727.0,14.952,Neptune-like,2014,10.7,Earth,0.291,Jupiter,0.246,0.122929506,0.0,Transit,3.7378197830801505,0.6780831313731767
Kepler-288 b,3895.0,15.283,Super Earth,2014,3.43,Earth,1.67,Earth,0.065,0.01670089,0.0,Transit,5.54976549868054,0.6705153413507705
Kepler-288 c,3895.0,15.283,Neptune-like,2014,8.5,Earth,0.254,Jupiter,0.14,0.05284052,0.0,Transit,5.642918493649078,0.6705153413507705
Kepler-288 d,3895.0,15.283,Neptune-like,2014,7.61,Earth,0.238,Jupiter,0.287,0.15496235,0.0,Transit,2.385576134131428,0.6705153413507705
Kepler-289 b,2298.0,14.142,Super Earth,2014,7.3,Earth,2.15,Earth,0.21,0.09445585,0.0,Transit,0.41934826327770214,0.696602496684805
Kepler-289 c,2298.0,14.142,Gas Giant,2014,0.42,Jupiter,1.034,Jupiter,0.51,0.34469542,0.0,Transit,0.21854635463886268,0.696602496684805
Kepler-289 d,2298.0,14.142,Neptune-like,2014,4.0,Earth,0.239,Jupiter,0.33,0.18097194,0.0,Transit,1.4224800708510343,0.696602496684805
Kepler-28 b,1430.0,15.13,Neptune-like,2011,1.51,Jupiter,0.321,Jupiter,0.062,0.01615332,0.0,Transit,3.6081736584179827,0.6740134436874113
Kepler-28 c,1430.0,15.13,Neptune-like,2011,1.36,Jupiter,0.303,Jupiter,0.081,0.024640657,0.0,Transit,5.256860990829749,0.6740134436874113
Kepler-290 b,2266.0,15.775,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.11,0.039972622,0.0,Transit,5.277434843050088,0.6592665416800036
Kepler-290 c,2266.0,15.775,Neptune-like,2014,7.75,Earth,0.241,Jupiter,0.205,0.100752905,0.0,Transit,5.1744685783339905,0.6592665416800036
Kepler-291 b,5827.0,16.218,Neptune-like,2014,5.31,Earth,2.16,Earth,0.047,0.009582478,0.0,Transit,2.452030551681141,0.6491380492935205
Kepler-291 c,5827.0,16.218,Super Earth,2014,4.19,Earth,1.88,Earth,0.065,0.015605749,0.0,Transit,0.04724834189255729,0.6491380492935205
Kepler-292 b,3446.0,16.303,Super Earth,2014,2.3,Earth,1.32,Earth,0.035,0.007118412,0.0,Transit,6.107456735821785,0.6471946591064978
Kepler-292 c,3446.0,16.303,Super Earth,2014,2.76,Earth,1.47,Earth,0.045,0.010130048,0.0,Transit,3.434616363842837,0.6471946591064978
Kepler-292 d,3446.0,16.303,Neptune-like,2014,5.6,Earth,2.23,Earth,0.068,0.01943874,0.0,Transit,1.4480583300920782,0.6471946591064978
Kepler-292 e,3446.0,16.303,Neptune-like,2014,7.61,Earth,0.238,Jupiter,0.097,0.03285421,0.0,Transit,3.1602381341118297,0.6471946591064978
Kepler-292 f,3446.0,16.303,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.141,0.056947295,0.0,Transit,3.3883581094136845,0.6471946591064978
Kepler-293 b,3179.0,15.452,Neptune-like,2014,9.64,Earth,0.274,Jupiter,0.144,0.05284052,0.0,Transit,0.2644742095586994,0.66665142439069
Kepler-293 c,3179.0,15.452,Neptune-like,2014,14.0,Earth,0.342,Jupiter,0.286,0.14839152,0.0,Transit,3.336586206349714,0.66665142439069
Kepler-294 b,4427.0,15.948,Super Earth,2014,3.78,Earth,1.77,Earth,0.048,0.010130048,0.0,Transit,3.5625022468093825,0.6553111710640632
Kepler-294 c,4427.0,15.948,Neptune-like,2014,7.8,Earth,0.242,Jupiter,0.071,0.018069815,0.0,Transit,0.37975318008957903,0.6553111710640632
Kepler-295 b,5543.0,14.631,Super Earth,2014,1.98,Earth,1.22,Earth,0.099,0.034496922,0.0,Transit,2.542549718409945,0.685422287255933
Kepler-295 c,5543.0,14.631,Super Earth,2014,1.71,Earth,1.17,Earth,0.142,0.058863793,0.0,Transit,2.2902649242587167,0.685422287255933
Kepler-295 d,5543.0,14.631,Super Earth,2014,2.42,Earth,1.36,Earth,0.192,0.09281315,0.0,Transit,2.6672636234452347,0.685422287255933
Kepler-296 b,545.0,16.363,Super Earth,2014,3.22,Earth,1.61,Earth,0.079,0.029842572,0.33,Transit,2.3889953938296644,0.6458228542685994
Kepler-296 c,545.0,16.363,Neptune-like,2014,4.66,Earth,2.0,Earth,0.0521,0.015879534,0.33,Transit,5.259922971625272,0.6458228542685994
Kepler-296 d,545.0,16.363,Neptune-like,2014,5.02,Earth,2.09,Earth,0.118,0.05448323,0.33,Transit,4.470327231710119,0.6458228542685994
Kepler-296 e,545.0,16.363,Super Earth,2014,2.96,Earth,1.53,Earth,0.169,0.09336071,0.33,Transit,6.066917152160194,0.6458228542685994
Kepler-296 f,545.0,16.363,Super Earth,2014,3.89,Earth,1.8,Earth,0.255,0.17330596,0.33,Transit,2.371482684874888,0.6458228542685994
Kepler-297 b,2258.0,14.326,Gas Giant,2014,0.153,Jupiter,0.256,Jupiter,0.217,0.1065024,0.0,Transit,5.656839782072132,0.6923956285152498
Kepler-297 c,2258.0,14.326,Gas Giant,2014,0.132,Jupiter,0.583,Jupiter,0.336,0.20506503,0.0,Transit,2.324881748710322,0.6923956285152498
Kepler-298 b,1690.0,15.617,Super Earth,2014,4.5,Earth,1.96,Earth,0.08,0.028747434,0.0,Transit,2.6851055371820824,0.6628789610864694
Kepler-298 c,1690.0,15.617,Super Earth,2014,4.38,Earth,1.93,Earth,0.136,0.062696785,0.0,Transit,5.925800477493646,0.6628789610864694
Kepler-298 d,1690.0,15.617,Neptune-like,2014,6.8,Earth,0.223,Jupiter,0.305,0.21218343,0.0,Transit,1.138313638733479,0.6628789610864694
Kepler-299 b,3432.0,15.232,Super Earth,2014,2.3,Earth,1.32,Earth,0.04,0.007939767,0.0,Transit,3.955763391640835,0.6716813754629841
Kepler-299 c,3432.0,15.232,Neptune-like,2014,7.51,Earth,0.236,Jupiter,0.07,0.01889117,0.0,Transit,1.81502748497882,0.6716813754629841
Kepler-299 d,3432.0,15.232,Super Earth,2014,4.12,Earth,1.86,Earth,0.118,0.041341547,0.0,Transit,5.0629794677226645,0.6716813754629841
Kepler-299 e,3432.0,15.232,Super Earth,2014,4.16,Earth,1.87,Earth,0.22,0.10485968,0.0,Transit,6.1287630306877166,0.6716813754629841
Kepler-29 b,2716.0,15.547,Neptune-like,2011,5.0,Earth,0.227,Jupiter,0.0919,0.028199865,0.0,Transit,1.439849948192885,0.6644794000640175
Kepler-29 c,2716.0,15.547,Neptune-like,2011,4.5,Earth,0.209,Jupiter,0.1087,0.036413416,0.0,Transit,0.5466736000159388,0.6644794000640175
Kepler-300 b,3583.0,14.25,Super Earth,2014,3.43,Earth,1.67,Earth,0.094,0.028473647,0.0,Transit,2.3850823991529557,0.6941332479765878
Kepler-300 c,3583.0,14.25,Neptune-like,2014,5.69,Earth,0.201,Jupiter,0.232,0.111430526,0.0,Transit,0.8279379485594356,0.6941332479765878
Kepler-301 b,2346.0,14.458,Super Earth,2014,2.39,Earth,1.35,Earth,0.036,0.0068446267,0.0,Transit,5.531181373713992,0.6893776578718734
Kepler-301 c,2346.0,14.458,Super Earth,2014,2.39,Earth,1.35,Earth,0.06,0.014784395,0.0,Transit,6.028691103853573,0.6893776578718734
Kepler-301 d,2346.0,14.458,Super Earth,2014,3.71,Earth,1.75,Earth,0.112,0.03778234,0.0,Transit,4.578556094212183,0.6893776578718734
Kepler-302 b,4575.0,15.694,Neptune-like,2014,15.5,Earth,0.362,Jupiter,0.193,0.082683094,0.0,Transit,0.842826504592896,0.6611184782111664
Kepler-302 c,4575.0,15.694,Gas Giant,2014,,,1.111,Jupiter,0.503,0.34852841,0.0,Transit,5.912091181797469,0.6611184782111664
Kepler-303 b,684.0,14.917,Terrestrial,2014,0.64,Earth,0.89,Earth,0.024,0.005201916,0.0,Transit,1.7860546981290593,0.6788833508619506
Kepler-303 c,684.0,14.917,Super Earth,2014,1.55,Earth,1.14,Earth,0.057,0.01943874,0.0,Transit,2.5858112866876173,0.6788833508619506
Kepler-304 b,1418.0,15.065,Neptune-like,2014,8.55,Earth,0.255,Jupiter,0.039,0.009034907,0.0,Transit,3.4729110488949377,0.6754995655951347
Kepler-304 c,1418.0,15.065,Neptune-like,2014,5.35,Earth,2.17,Earth,0.054,0.01451061,0.0,Transit,1.391049927911716,0.6754995655951347
Kepler-304 d,1418.0,15.065,Neptune-like,2014,8.0,Earth,0.245,Jupiter,0.08,0.026557151,0.0,Transit,5.714852205572338,0.6754995655951347
Kepler-304 e,1418.0,15.065,Super Earth,2016,1.87,Earth,1.2,Earth,0.0232,0.0041067763,0.0,Transit,0.7791269164923201,0.6754995655951347
Kepler-305 b,2833.0,15.851,Neptune-like,2013,10.5,Earth,0.321,Jupiter,0.0571,0.015058179,0.0,Transit,5.1113273449849945,0.6575289222186657
Kepler-305 c,2833.0,15.851,Neptune-like,2013,6.0,Earth,0.294,Jupiter,0.0752,0.022724163,0.0,Transit,1.9998979350569634,0.6575289222186657
Kepler-305 d,2833.0,15.851,Neptune-like,2014,9.1,Earth,0.242,Jupiter,0.121,0.045722112,0.0,Transit,1.1364198533112229,0.6575289222186657
Kepler-305 e,2833.0,15.851,Super Earth,2020,3.87,Earth,1.794,Earth,0.0399,0.008761123,0.0,Transit,5.260864663282736,0.6575289222186657
Kepler-306 b,2530.0,15.575,Super Earth,2014,2.92,Earth,1.52,Earth,0.05,0.012594113,0.0,Transit,4.087130583547756,0.6638392244729984
Kepler-306 c,2530.0,15.575,Neptune-like,2014,6.12,Earth,0.21,Jupiter,0.067,0.019712524,0.0,Transit,3.9126997305156364,0.6638392244729984
Kepler-306 d,2530.0,15.575,Neptune-like,2014,6.66,Earth,0.22,Jupiter,0.12,0.047364816,0.0,Transit,0.5640179372954598,0.6638392244729984
Kepler-306 e,2530.0,15.575,Neptune-like,2014,5.77,Earth,0.203,Jupiter,0.227,0.12265571,0.0,Transit,1.278961303789401,0.6638392244729984
Kepler-307 b,1878.0,14.149,Neptune-like,2013,7.44,Earth,0.217,Jupiter,0.0917,0.028473647,0.0,Transit,4.18524092166008,0.6964424527870501
Kepler-307 c,1878.0,14.149,Neptune-like,2013,3.64,Earth,2.2,Earth,0.1068,0.035865847,0.0,Transit,2.910069595786951,0.6964424527870501
Kepler-308 b,4358.0,16.019,Neptune-like,2014,5.14,Earth,2.12,Earth,0.09,0.026557151,0.0,Transit,5.5817562024217455,0.6536878686725502
Kepler-308 c,4358.0,16.019,Neptune-like,2014,5.31,Earth,2.16,Earth,0.123,0.042162903,0.0,Transit,2.8915000684688033,0.6536878686725502
Kepler-309 b,1776.0,15.418,Super Earth,2014,3.05,Earth,1.56,Earth,0.059,0.01615332,0.0,Transit,4.7936500580152845,0.6674287804654991
Kepler-309 c,1776.0,15.418,Neptune-like,2014,6.85,Earth,0.224,Jupiter,0.401,0.28856948,0.0,Transit,4.5265128378304835,0.6674287804654991
Kepler-30 b,2982.0,15.726,Neptune-like,2012,11.3,Earth,0.348,Jupiter,0.18,0.08021902,0.04,Transit,1.4465810675703534,0.6603868489642873
Kepler-30 c,2982.0,15.726,Gas Giant,2012,2.01,Jupiter,1.097,Jupiter,0.3,0.1650924,0.01,Transit,2.6050142555040567,0.6603868489642873
Kepler-30 d,2982.0,15.726,Neptune-like,2012,23.1,Earth,0.785,Jupiter,0.5,0.392334,0.02,Transit,4.6857122714125214,0.6603868489642873
Kepler-310 b,1965.0,14.376,Super Earth,2014,1.81,Earth,1.19,Earth,0.111,0.038056124,0.0,Transit,0.8676584686366715,0.6912524578170013
Kepler-310 c,1965.0,14.376,Neptune-like,2014,11.4,Earth,0.302,Jupiter,0.281,0.15468857,0.0,Transit,0.43534456196634114,0.6912524578170013
Kepler-310 d,1965.0,14.376,Super Earth,2014,7.0,Earth,0.22,Jupiter,0.392,0.25434634,0.0,Transit,0.07872365808114055,0.6912524578170013
Kepler-311 b,2540.0,13.902,Super Earth,2014,3.53,Earth,1.7,Earth,0.087,0.025188226,0.0,Transit,5.043189687103369,0.7020897160363986
Kepler-311 c,2540.0,13.902,Super Earth,2014,2.63,Earth,1.43,Earth,0.145,0.053935662,0.0,Transit,0.9718113157075263,0.7020897160363986
Kepler-312 b,2602.0,13.01,Super Earth,2014,2.21,Earth,1.29,Earth,0.031,0.004928131,0.0,Transit,4.653067769801944,0.7224838812931548
Kepler-312 c,2602.0,13.01,Neptune-like,2014,10.1,Earth,0.281,Jupiter,0.153,0.053935662,0.0,Transit,6.1844379175889115,0.7224838812931548
Kepler-313 b,3521.0,14.304,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.125,0.04106776,0.0,Transit,5.489124420418624,0.6928986236224792
Kepler-313 c,3521.0,14.304,Neptune-like,2014,7.13,Earth,0.229,Jupiter,0.208,0.08843258,0.0,Transit,2.7263011002941333,0.6928986236224792
Kepler-314 b,877.0,12.64,Terrestrial,2014,0.498,Earth,0.83,Earth,0.035,0.0068446267,0.0,Transit,6.056209511873997,0.7309433444601948
Kepler-314 c,877.0,12.64,Neptune-like,2014,8.75,Earth,0.259,Jupiter,0.064,0.016427105,0.0,Transit,2.045833062586012,0.7309433444601948
Kepler-315 b,3786.0,15.546,Neptune-like,2014,13.7,Earth,0.336,Jupiter,0.402,0.26310745,0.0,Transit,5.608246107432868,0.6645022634779826
Kepler-315 c,3786.0,15.546,Neptune-like,2014,16.1,Earth,0.37,Jupiter,0.791,0.7268994,0.0,Transit,4.703826065841956,0.6645022634779826
Kepler-316 b,1256.0,15.81,Super Earth,2014,1.2,Earth,1.06,Earth,0.027,0.006023272,0.0,Transit,1.9739507363627478,0.6584663221912296
Kepler-316 c,1256.0,15.81,Super Earth,2014,1.65,Earth,1.16,Earth,0.058,0.018617386,0.0,Transit,5.031843100629768,0.6584663221912296
Kepler-317 b,3068.0,15.665,Super Earth,2014,0.345,Jupiter,2.09,Earth,0.061,0.015058179,0.0,Transit,3.3600156009835764,0.6617815172161507
Kepler-317 c,3068.0,15.665,Super Earth,2014,3.61,Earth,1.72,Earth,0.083,0.024093088,0.0,Transit,2.6699120991880805,0.6617815172161507
Kepler-318 b,1596.0,13.442,Neptune-like,2014,19.9,Earth,0.42,Jupiter,0.056,0.012867898,0.0,Transit,0.9659906597743572,0.7126068864602862
Kepler-318 c,1596.0,13.442,Neptune-like,2014,13.1,Earth,0.328,Jupiter,0.105,0.03230664,0.0,Transit,0.5634436232191898,0.7126068864602862
Kepler-319 b,1642.0,13.926,Super Earth,2014,3.29,Earth,1.63,Earth,0.051,0.012046544,0.0,Transit,5.976711453493621,0.7015409941012392
Kepler-319 c,1642.0,13.926,Neptune-like,2014,7.41,Earth,0.235,Jupiter,0.069,0.01889117,0.0,Transit,3.8061781084126225,0.7015409941012392
Kepler-319 d,1642.0,13.926,Neptune-like,2014,5.86,Earth,0.204,Jupiter,0.191,0.087063655,0.0,Transit,1.5215768441452695,0.7015409941012392
Kepler-31 b,5430.0,15.496,Neptune-like,2011,25.9,Earth,0.491,Jupiter,0.16,0.05722108,0.0,Transit,5.606416947021264,0.6656454341762311
Kepler-31 c,5430.0,15.496,Gas Giant,2011,4.7,Jupiter,0.473,Jupiter,0.26,0.11663244,0.0,Transit,0.09359257686520846,0.6656454341762311
Kepler-31 d,5430.0,15.496,Gas Giant,2014,6.8,Jupiter,0.348,Jupiter,0.4,0.23983572,0.0,Transit,1.8408674055379228,0.6656454341762311
Kepler-320 b,2696.0,13.494,Super Earth,2014,1.55,Earth,1.14,Earth,0.085,0.022997946,0.0,Transit,1.2592431108372244,0.7114179889341077
Kepler-320 c,2696.0,13.494,Super Earth,2014,2.45,Earth,1.37,Earth,0.142,0.049007528,0.0,Transit,2.2404755481762164,0.7114179889341077
Kepler-321 b,1254.0,12.918,Super Earth,2014,3.78,Earth,1.77,Earth,0.057,0.013415469,0.0,Transit,5.583777966687526,0.7245873153779322
Kepler-321 c,1254.0,12.918,Neptune-like,2014,5.99,Earth,0.207,Jupiter,0.11,0.035865847,0.0,Transit,1.8720401458057674,0.7245873153779322
Kepler-322 b,1306.0,13.687,Super Earth,2014,1.01,Earth,1.01,Earth,0.027,0.0046543465,0.0,Transit,4.232948952347377,0.7070053500388679
Kepler-322 c,1306.0,13.687,Super Earth,2014,3.43,Earth,1.67,Earth,0.051,0.011772759,0.0,Transit,5.962664377092819,0.7070053500388679
Kepler-323 b,1484.0,12.78,Super Earth,2014,2.153,Jupiter,1.43,Earth,0.028,0.0046543465,0.0,Transit,5.259858841330453,0.7277424665050986
Kepler-323 c,1484.0,12.78,Super Earth,2014,0.251,Jupiter,1.63,Earth,0.046,0.009856262,0.0,Transit,1.8600073490832636,0.7277424665050986
Kepler-324 b,1636.0,14.222,Super Earth,2014,1.55,Earth,1.14,Earth,0.05,0.012046544,0.0,Transit,2.288100171504109,0.6947734235676071
Kepler-324 c,1636.0,14.222,Neptune-like,2014,10.1,Earth,0.281,Jupiter,0.26,0.14182067,0.0,Transit,3.7599163995372646,0.6947734235676071
Kepler-324 e,1636.0,14.222,Super Earth,2021,4.81,Earth,2.039,Earth,0.1074,0.03832991,0.0,Transit,5.1688341827232485,0.6947734235676071
Kepler-325 b,2685.0,15.175,Neptune-like,2014,8.8,Earth,0.26,Jupiter,0.053,0.0123203285,0.0,Transit,4.32533491393657,0.6729845900589876
Kepler-325 c,2685.0,15.175,Neptune-like,2014,6.99,Earth,0.227,Jupiter,0.105,0.03504449,0.0,Transit,0.011703946653200953,0.6729845900589876
Kepler-325 d,2685.0,15.175,Neptune-like,2014,8.2,Earth,0.249,Jupiter,0.22,0.105954826,0.0,Transit,5.945920234586216,0.6729845900589876
Kepler-326 b,1591.0,13.734,Super Earth,2014,0.14,Jupiter,1.52,Earth,0.032,0.006023272,0.0,Transit,3.1895916574935814,0.705930769582514
Kepler-326 c,1591.0,13.734,Super Earth,2014,17.4,Earth,1.4,Earth,0.051,0.012594113,0.0,Transit,1.2500712095527975,0.705930769582514
Kepler-326 d,1591.0,13.734,Super Earth,2014,6.9,Earth,1.21,Earth,0.066,0.018617386,0.0,Transit,0.36576564630452024,0.705930769582514
Kepler-327 b,789.0,15.611,Super Earth,2014,1.41,Earth,1.11,Earth,0.029,0.0068446267,0.0,Transit,5.751816175686875,0.6630161415702592
Kepler-327 c,789.0,15.611,Super Earth,2014,20.3,Earth,1.03,Earth,0.047,0.014236824,0.0,Transit,2.1184864136811883,0.6630161415702592
Kepler-327 d,789.0,15.611,Super Earth,2014,3.64,Earth,1.73,Earth,0.09,0.03832991,0.0,Transit,4.287470654510018,0.6630161415702592
Kepler-328 b,7219.0,15.794,Super Earth,2013,28.5,Earth,0.205,Jupiter,0.2199,0.095551,0.0,Transit,0.8135822397889814,0.6588321368146691
Kepler-328 c,7219.0,15.794,Gas Giant,2013,39.4,Earth,0.482,Jupiter,0.354,0.19520877,0.0,Transit,0.203968932505498,0.6588321368146691
Kepler-329 b,1434.0,15.886,Super Earth,2014,2.54,Earth,1.4,Earth,0.061,0.020260096,0.0,Transit,1.8773892331377062,0.6567287027298916
Kepler-329 c,1434.0,15.886,Super Earth,2014,4.38,Earth,1.93,Earth,0.113,0.051197812,0.0,Transit,4.007919247353783,0.6567287027298916
Kepler-32 b,1056.0,16.36,Gas Giant,2011,4.1,Jupiter,2.2,Earth,0.05,0.01615332,0.0,Transit,5.951013503428551,0.6458914445104943
Kepler-32 c,1056.0,16.36,Neptune-like,2011,0.5,Jupiter,2.0,Earth,0.09,0.024093088,0.0,Transit,2.5597278556432665,0.6458914445104943
Kepler-32 d,1056.0,16.36,Neptune-like,2012,7.75,Earth,0.241,Jupiter,0.13,0.062422995,0.0,Transit,2.767711819615176,0.6458914445104943
Kepler-32 e,1056.0,16.36,Super Earth,2012,2.86,Earth,1.5,Earth,0.033,0.007939767,0.0,Transit,3.193565048200058,0.6458914445104943
Kepler-32 f,1056.0,16.36,Terrestrial,2012,0.477,Earth,0.82,Earth,0.013,0.0019164955,0.0,Transit,2.654898379359316,0.6458914445104943
Kepler-330 b,2341.0,15.569,Super Earth,2014,2.39,Earth,1.35,Earth,0.075,0.022724163,0.0,Transit,6.009429659370151,0.6639764049567881
Kepler-330 c,2341.0,15.569,Super Earth,2014,4.46,Earth,1.95,Earth,0.116,0.043805614,0.0,Transit,5.060756917996624,0.6639764049567881
Kepler-331 b,1892.0,16.199,Super Earth,2014,3.97,Earth,1.82,Earth,0.065,0.023271732,0.0,Transit,3.8758874142149953,0.649572454158855
Kepler-331 c,1892.0,16.199,Super Earth,2014,4.04,Earth,1.84,Earth,0.105,0.047364816,0.0,Transit,3.4969001447041523,0.649572454158855
Kepler-331 d,1892.0,16.199,Super Earth,2014,3.33,Earth,1.64,Earth,0.159,0.08788501,0.0,Transit,4.459920662126481,0.649572454158855
Kepler-332 b,1123.0,14.243,Super Earth,2014,1.71,Earth,1.17,Earth,0.07,0.020807665,0.0,Transit,4.261820433098915,0.6942932918743426
Kepler-332 c,1123.0,14.243,Super Earth,2014,1.32,Earth,1.09,Earth,0.114,0.043805614,0.0,Transit,1.4838930771603756,0.6942932918743426
Kepler-332 d,1123.0,14.243,Super Earth,2014,1.76,Earth,1.18,Earth,0.189,0.0936345,0.0,Transit,2.652780477766567,0.6942932918743426
Kepler-333 b,1058.0,15.052,Super Earth,2014,28.2,Earth,1.32,Earth,0.087,0.034496922,0.0,Transit,0.45429937143965604,0.6757967899766794
Kepler-333 c,1058.0,15.052,Super Earth,2014,1.41,Earth,1.11,Earth,0.135,0.06598221,0.0,Transit,4.912765702961147,0.6757967899766794
Kepler-334 b,1392.0,12.834,Super Earth,2014,1.46,Earth,1.12,Earth,0.061,0.015058179,0.0,Transit,5.528838833335718,0.72650784215099
Kepler-334 c,1392.0,12.834,Super Earth,2014,2.63,Earth,1.43,Earth,0.107,0.03504449,0.0,Transit,3.2517593045784805,0.72650784215099
Kepler-334 d,1392.0,12.834,Super Earth,2014,2.57,Earth,1.41,Earth,0.168,0.06872006,0.0,Transit,3.140258174370271,0.72650784215099
Kepler-335 b,4172.0,14.111,Neptune-like,2014,11.4,Earth,0.302,Jupiter,0.075,0.018069815,0.0,Transit,4.413042318853299,0.6973112625177191
Kepler-335 c,4172.0,14.111,Neptune-like,2014,9.64,Earth,0.274,Jupiter,0.356,0.1856263,0.0,Transit,3.761331050322166,0.6973112625177191
Kepler-336 b,2508.0,13.677,Super Earth,2014,1.04,Earth,1.02,Earth,0.033,0.0054757018,0.0,Transit,5.993828176116355,0.7072339841785176
Kepler-336 c,2508.0,13.677,Neptune-like,2014,5.06,Earth,2.1,Earth,0.092,0.026283368,0.0,Transit,3.169621328986143,0.7072339841785176
Kepler-336 d,2508.0,13.677,Neptune-like,2014,6.21,Earth,0.211,Jupiter,0.154,0.056673512,0.0,Transit,4.568887268933479,0.7072339841785176
Kepler-337 b,2212.0,12.799,Super Earth,2014,2.99,Earth,1.54,Earth,0.045,0.009034907,0.0,Transit,4.624278684190606,0.727308061639764
Kepler-337 c,2212.0,12.799,Super Earth,2014,4.86,Earth,2.05,Earth,0.093,0.026557151,0.0,Transit,4.531823280313492,0.727308061639764
Kepler-338 b,1803.0,12.19,Super Earth,2014,30.6,Earth,0.218,Jupiter,0.117,0.037508555,0.04,Transit,3.9964320872988455,0.7412318807444328
Kepler-338 c,1803.0,12.19,Neptune-like,2014,6.08,Earth,0.209,Jupiter,0.172,0.06652977,0.03,Transit,2.9487107040646743,0.7412318807444328
Kepler-338 d,1803.0,12.19,Neptune-like,2014,9.27,Earth,0.268,Jupiter,0.257,0.12156058,0.03,Transit,1.455886331313562,0.7412318807444328
Kepler-338 e,1803.0,12.19,Super Earth,2014,8.5,Earth,1.56,Earth,0.0893,0.025462013,0.05,Transit Timing Variations,1.407394890981422,0.7412318807444328
Kepler-339 b,2011.0,14.706,Super Earth,2014,2.6,Earth,1.42,Earth,0.055,0.0136892535,0.0,Transit,2.3735496314389013,0.6837075312085601
Kepler-339 c,2011.0,14.706,Super Earth,2014,7.3,Earth,1.15,Earth,0.069,0.019164955,0.0,Transit,1.9110383112310765,0.6837075312085601
Kepler-339 d,2011.0,14.706,Super Earth,2014,14.7,Earth,1.17,Earth,0.091,0.02902122,0.0,Transit,4.5162216188654005,0.6837075312085601
Kepler-33 b,3944.0,14.099,Super Earth,2011,3.68,Earth,1.74,Earth,0.0677,0.015605749,0.0,Transit,1.4982332553825088,0.6975856234852988
Kepler-33 c,3944.0,14.099,Terrestrial,2011,0.39,Earth,0.285,Jupiter,0.1189,0.03613963,0.0,Transit,3.4033985955404487,0.6975856234852988
Kepler-33 d,3944.0,14.099,Neptune-like,2011,3.91,Earth,0.477,Jupiter,0.1662,0.059685145,0.0,Transit,3.2484286826952355,0.6975856234852988
Kepler-33 e,3944.0,14.099,Neptune-like,2011,5.57,Earth,0.359,Jupiter,0.2138,0.087063655,0.0,Transit,4.978537812275145,0.6975856234852988
Kepler-33 f,3944.0,14.099,Neptune-like,2011,9.6,Earth,0.398,Jupiter,0.2535,0.112251885,0.0,Transit,2.512447430603734,0.6975856234852988
Kepler-340 b,2638.0,12.329,Neptune-like,2014,6.94,Earth,0.226,Jupiter,0.134,0.04052019,0.0,Transit,0.14839269553430298,0.7380538662033015
Kepler-340 c,2638.0,12.329,Neptune-like,2014,11.3,Earth,0.301,Jupiter,0.178,0.062422995,0.0,Transit,3.1348894425913776,0.7380538662033015
Kepler-341 b,3415.0,14.739,Super Earth,2014,1.76,Earth,1.18,Earth,0.06,0.014236824,0.0,Transit,5.757163266152113,0.6829530385477159
Kepler-341 c,3415.0,14.739,Super Earth,2014,3.53,Earth,1.7,Earth,0.08,0.021902807,0.0,Transit,1.651995863417392,0.6829530385477159
