Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Latitude,Longitude,Country
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2012-06-20,Atlas V 401,NROL-38,Active,Success,28.3922,-80.6077, USA
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2012-06-29,Delta IV Heavy,NROL-15,Active,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2012-07-05,Ariane 5 ECA,EchoStar XVII; MSG-3,Active,Success,5.236,-52.768, France
MHI,LA-Y2; Tanegashima Space Center; Japan,2012-07-21,H-IIB,HTV-3,Retired,Success,30.4,130.97, Japan
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2012-07-28,Rokot/Briz KM,Cosmos 2481 & Goniets-M 13 and 15,Retired,Success,62.927,40.57, Russia
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2012-08-02,Ariane 5 ECA,Intelsat 20; HYLAS 2,Active,Success,5.236,-52.768, France
Sea Launch,LP Odyssey; Kiritimati Launch Area; Pacific Ocean,2012-08-19,Zenit-3 SL,Intelsat-21,Retired,Success,1.8635,-157.3625,Other
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2012-08-30,Atlas V 401,Van Allen Probes (RBSP),Active,Success,28.3922,-80.6077, USA
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2012-09-09,PSLV-CA,SPOT-6 & mRESINS & PROITERES,Active,Success,13.733,80.235, India
ULA,SLC-3E; Vandenberg AFB; California; USA,2012-09-13,Atlas V 401,NROL-36,Active,Success,34.742,-120.5724, USA
ISA,Imam Khomeini Spaceport; Semnan Space Center; Iran,2012-09-22,Safir-1B+,Unknown Payload,Active,Failure,35.234,53.921,Other
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2012-09-28,Ariane 5 ECA,Astra 2F; GSAT-10,Active,Success,5.236,-52.768, France
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2012-10-04,Delta IV Medium+ (4;2),GPS IIF-3,Retired,Success,28.3922,-80.6077, USA
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2012-10-08,Falcon 9 v1.0,CRS-1,Retired,Partial Failure,28.3922,-80.6077, USA
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2012-10-12,Soyuz ST-B/Fregat-MT,Galileo IOV FM03-FM04,Active,Success,5.236,-52.768, France
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2012-11-10,Ariane 5 ECA,Eutelsat 21B; Star One C3,Active,Success,5.236,-52.768, France
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2012-12-02,Soyuz ST-A/Fregat,Pl??iades 1B,Active,Success,5.236,-52.768, France
Sea Launch,LP Odyssey; Kiritimati Launch Area; Pacific Ocean,2012-12-03,Zenit-3 SL,Eutelsat-70B,Retired,Success,1.8635,-157.3625,Other
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2012-12-11,Atlas V 501,OTV-3,Retired,Success,28.3922,-80.6077, USA
KCST,Pad 1; Sohae Satellite Launching Station; North Korea,2012-12-12,Unha-3,KwangmyÂÂngsÂÂng-3 (Unit 2),Active,Success,39.66,124.705,Other
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2012-12-19,Ariane 5 ECA,Skynet 5D; Mexsat-3,Active,Success,5.236,-52.768, France
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2013-01-15,Rokot/Briz KM,Cosmos 2482 to 2484,Retired,Partial Failure,62.927,40.57, Russia
MHI,LA-Y1; Tanegashima Space Center; Japan,2013-01-27,H-IIA 202,IGS-Optical 5V & IGS-Radar 4,Active,Success,30.4,130.97, Japan
KARI,LC-1; Naro Space Center; South Korea,2013-01-30,Naro-1,STSAT-2C,Retired,Success,19.6144,110.9516,Other
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2013-01-31,Atlas V 401,TDRS-K,Active,Success,28.3922,-80.6077, USA
Sea Launch,LP Odyssey; Kiritimati Launch Area; Pacific Ocean,2013-02-01,Zenit-3 SL,Intelsat-27,Retired,Failure,1.8635,-157.3625,Other
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2013-02-07,Ariane 5 ECA,Amazonas-3; Azerspace-1 (Africasat-1A),Active,Success,5.236,-52.768, France
ULA,SLC-3E; Vandenberg AFB; California; USA,2013-02-11,Atlas V 401,Landsat 8,Active,Success,34.742,-120.5724, USA
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2013-02-25,PSLV-CA,SARAL & Rideshares,Active,Success,13.733,80.235, India
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2013-03-01,Falcon 9 v1.0,CRS-2,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2013-03-19,Atlas V 401,SBIRS GEO-2,Active,Success,28.3922,-80.6077, USA
Northrop,LP-0A; Wallops Flight Facility; Virginia; USA,2013-04-21,Antares 110,Antares A-ONE,Retired,Success,37.9402,-75.4664, USA
Arianespace,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,2013-05-07,Vega,Proba-V; VNREDSat-1A & ESTCube-1,Active,Success,5.236,-52.768, France
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2013-05-15,Atlas V 401,GPS IIF-4,Active,Success,28.3922,-80.6077, USA
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2013-05-25,Delta IV Medium+ (5;4),WGS-5,Retired,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2013-06-05,Ariane 5 ES,Albert Einstein ATV,Retired,Success,5.236,-52.768, France
CASC,Site 901 (SLS-1); Jiuquan Satellite Launch Center; China,2013-06-11,Long March 2F/G,Shenzhou 10,Active,Success,40.958,100.291, China
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2013-06-25,Soyuz ST-B/Fregat-MT,O3b FM01-FM02/FM04-FM05,Active,Success,5.236,-52.768, France
VKS RF,Site 175/59; Baikonur Cosmodrome; Kazakhstan,2013-06-27,Strela,Cosmos 2487,Retired,Success,45.965,63.305, Kazakhstan
Northrop,Stargazer; Vandenberg AFB; California; USA,2013-06-28,Pegasus XL,IRIS,Active,Success,34.742,-120.5724, USA
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2013-07-01,PSLV-XL,IRNSS-1A,Active,Success,13.733,80.235, India
VKS RF,Site 81/24; Baikonur Cosmodrome; Kazakhstan,2013-07-02,Proton-M/DM-3,Cosmos 2488; 2489 & 2490,Active,Failure,45.965,63.305, Kazakhstan
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2013-07-19,Atlas V 551,MUOS-2,Active,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2013-07-25,Ariane 5 ECA,Alphasat I-XL; INSAT-3D,Active,Success,5.236,-52.768, France
MHI,LA-Y2; Tanegashima Space Center; Japan,2013-08-03,H-IIB,HTV-4,Retired,Success,30.4,130.97, Japan
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2013-08-08,Delta IV Medium+ (5;4),WGS-6,Retired,Success,28.3922,-80.6077, USA
Kosmotras,Site 370/13; Yasny Cosmodrome; Russia,2013-08-22,Dnepr,KompSat-5,Retired,Success,51.107,59.845, Russia
ULA,SLC-6; Vandenberg AFB; California; USA,2013-08-28,Delta IV Heavy,NROL-65,Active,Success,34.742,-120.5724, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2013-08-29,Ariane 5 ECA,Eutelsat 25B/Es'hail 1; GSAT-7,Active,Success,5.236,-52.768, France
Land Launch,Site 45/1; Baikonur Cosmodrome; Kazakhstan,2013-08-31,Zenit-3 SLB,AMOS 4,Retired,Success,45.965,63.305, Kazakhstan
Northrop,LP-0B; Wallops Flight Facility; Virginia; USA,2013-09-07,Minotaur V,LADEE,Active,Success,37.9402,-75.4664, USA
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2013-09-11,Rokot/Briz KM,Goniets-M 14; 16 and 17,Retired,Success,62.927,40.57, Russia
Northrop,LP-0A; Wallops Flight Facility; Virginia; USA,2013-09-13,Antares 110,CRS Orb-D1,Retired,Success,37.9402,-75.4664, USA
JAXA,Mu Pad; Uchinoura Space Center; Japan,2013-09-14,Epsilon Demo,SPRINT-A,Retired,Success,31.251,131.081, Japan
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2013-09-18,Atlas V 531,AEHF-3,Active,Success,28.3922,-80.6077, USA
CASIC,Jiuquan Satellite Launch Center; China,2013-09-25,Kuaizhou 1,Kuaizhou 1,Retired,Success,40.958,100.291, China
SpaceX,SLC-4E; Vandenberg AFB; California; USA,2013-09-29,Falcon 9 v1.1,CASSIOPE,Retired,Success,34.742,-120.5724, USA
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2013-11-05,PSLV-XL,Mars Orbiter Mission,Active,Success,13.733,80.235, India
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2013-11-18,Atlas V 401,MAVEN,Active,Success,28.3922,-80.6077, USA
Northrop,LP-0B; Wallops Flight Facility; Virginia; USA,2013-11-20,Minotaur I,ORS-3,Active,Success,37.9402,-75.4664, USA
Kosmotras,Site 370/13; Yasny Cosmodrome; Russia,2013-11-21,Dnepr,DubaiSat 2 & Others,Retired,Success,51.107,59.845, Russia
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2013-11-22,Rokot/Briz KM,SWARM,Retired,Success,62.927,40.57, Russia
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2013-12-03,Falcon 9 v1.1,SES-8,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-3E; Vandenberg AFB; California; USA,2013-12-06,Atlas V 501,NROL-39,Retired,Success,34.742,-120.5724, USA
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2013-12-19,Soyuz ST-B/Fregat-MT,Gaia,Active,Success,5.236,-52.768, France
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2013-12-25,Rokot/Briz KM,Cosmos 2488 to 2491,Retired,Success,62.927,40.57, Russia
VKS RF,Site 43/4; Plesetsk Cosmodrome; Russia,2013-12-28,Soyuz 2.1v/Volga,Cosmos 2492 and 2493 & AIST-1 1,Active,Success,62.927,40.57, Russia
ISRO,Second Launch Pad; Satish Dhawan Space Centre; India,2014-01-05,GSLV Mk II,GSAT-14,Active,Success,13.733,80.235, India
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2014-01-06,Falcon 9 v1.1,Thaicom 6,Retired,Success,28.3922,-80.6077, USA
Northrop,LP-0A; Wallops Flight Facility; Virginia; USA,2014-01-09,Antares 120,CRS Orb-1,Retired,Success,37.9402,-75.4664, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2014-01-24,Atlas V 401,TDRS-L,Active,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2014-02-06,Ariane 5 ECA,ABS-2; Athena-Fidus,Active,Success,5.236,-52.768, France
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2014-02-21,Delta IV Medium+ (4;2),GPS IIF-5,Retired,Success,28.3922,-80.6077, USA
MHI,LA-Y1; Tanegashima Space Center; Japan,2014-02-27,H-IIA 202,GPM-Core & Others,Active,Success,30.4,130.97, Japan
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2014-03-22,Ariane 5 ECA,Astra 5B; Amazonas 4A,Active,Success,5.236,-52.768, France
ULA,SLC-3E; Vandenberg AFB; California; USA,2014-04-03,Atlas V 401,DMSP-5D3 F19,Active,Success,34.742,-120.5724, USA
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2014-04-03,Soyuz ST-A/Fregat-M,Sentinel 1A,Active,Success,5.236,-52.768, France
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2014-04-04,PSLV-XL,IRNSS-1B,Active,Success,13.733,80.235, India
IAI,Pad 1; Palmachim Airbase; Israel,2014-04-09,Shavit-2,Ofek-10,Active,Success,31.892,34.716,Other
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2014-04-10,Atlas V 541,NROL-67,Active,Success,28.3922,-80.6077, USA
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2014-04-18,Falcon 9 v1.1,CRS-3,Retired,Success,28.3922,-80.6077, USA
Arianespace,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,2014-04-30,Vega,KazEOSat-1,Active,Success,5.236,-52.768, France
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2014-05-17,Delta IV Medium+ (4;2),GPS IIF-6,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2014-05-22,Atlas V 401,NROL-33,Active,Success,28.3922,-80.6077, USA
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2014-05-23,Rokot/Briz KM,Cosmos 2496 to 2499,Retired,Success,62.927,40.57, Russia
MHI,LA-Y1; Tanegashima Space Center; Japan,2014-05-24,H-IIA 202,Daichi 2; SPROUT & Others,Active,Success,30.4,130.97, Japan
Sea Launch,LP Odyssey; Kiritimati Launch Area; Pacific Ocean,2014-05-24,Zenit-3 SL,Eutelsat-3B,Retired,Success,1.8635,-157.3625,Other
Kosmotras,Site 370/13; Yasny Cosmodrome; Russia,2014-06-19,Dnepr,Deimos 2,Retired,Success,51.107,59.845, Russia
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2014-06-30,PSLV-CA,SPOT-7 & Rideshares,Active,Success,13.733,80.235, India
ULA,SLC-2W; Vandenberg AFB; California; USA,2014-07-02,Delta II 7320-10C,OCO-2,Retired,Success,34.742,-120.5724, USA
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2014-07-03,Rokot/Briz KM,Goniets-M 18 to 20,Retired,Success,62.927,40.57, Russia
VKS RF,Site 35/1; Plesetsk Cosmodrome; Russia,2014-07-09,Angara 1.2,Demo Flight,Active,Success,62.927,40.57, Russia
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2014-07-10,Soyuz ST-B/Fregat-MT,O3b FM03/FM06-FM08,Active,Success,5.236,-52.768, France
Northrop,LP-0A; Wallops Flight Facility; Virginia; USA,2014-07-13,Antares 120,CRS Orb-2,Retired,Success,37.9402,-75.4664, USA
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2014-07-14,Falcon 9 v1.1,OG2 Mission 1,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2014-07-28,Delta IV Medium+ (4;2),AFSPC-4,Retired,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2014-07-29,Ariane 5 ES,Georges Lema??tre ATV,Retired,Success,5.236,-52.768, France
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2014-08-02,Atlas V 401,GPS IIF-7,Active,Success,28.3922,-80.6077, USA
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2014-08-05,Falcon 9 v1.1,AsiaSat 8,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-3E; Vandenberg AFB; California; USA,2014-08-13,Atlas V 401,WorldView 3,Active,Success,34.742,-120.5724, USA
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2014-08-22,Soyuz ST-B/Fregat-MT,Galileo FOC FM01-FM02,Active,Partial Failure,5.236,-52.768, France
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2014-09-07,Falcon 9 v1.1,AsiaSat 6,Retired,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2014-09-11,Ariane 5 ECA,MEASAT 3b; Optus 10,Active,Success,5.236,-52.768, France
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2014-09-17,Atlas V 401,CLIO,Active,Success,28.3922,-80.6077, USA
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2014-09-21,Falcon 9 v1.1,CRS-4,Retired,Success,28.3922,-80.6077, USA
MHI,LA-Y1; Tanegashima Space Center; Japan,2014-10-07,H-IIA 202,Himawari 8,Active,Success,30.4,130.97, Japan
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2014-10-16,PSLV-XL,IRNSS-1C,Active,Success,13.733,80.235, India
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2014-10-16,Ariane 5 ECA,Intelsat 30; ARSAT-1,Active,Success,5.236,-52.768, France
Northrop,LP-0A; Wallops Flight Facility; Virginia; USA,2014-10-28,Antares 130,CRS Orb-3,Retired,Failure,37.9402,-75.4664, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2014-10-29,Atlas V 401,GPS IIF-8,Active,Success,28.3922,-80.6077, USA
Kosmotras,Site 370/13; Yasny Cosmodrome; Russia,2014-11-06,Dnepr,Sasuke & Others,Retired,Success,51.107,59.845, Russia
CASIC,Site 95; Jiuquan Satellite Launch Center; China,2014-11-21,Kuaizhou 1,Kuaizhou 2,Retired,Success,40.958,100.291, China
MHI,LA-Y1; Tanegashima Space Center; Japan,2014-12-03,H-IIA 202,Hayabusa 2 & Others,Active,Success,30.4,130.97, Japan
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2014-12-05,Delta IV Heavy,EFT-1,Active,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2014-12-06,Ariane 5 ECA,DirecTV-14; GSAT-16,Active,Success,5.236,-52.768, France
ULA,SLC-3E; Vandenberg AFB; California; USA,2014-12-13,Atlas V 541,NROL-35,Active,Success,34.742,-120.5724, USA
ISRO,Second Launch Pad; Satish Dhawan Space Centre; India,2014-12-18,GSLV Mk III,Demo Flight (CARE),Active,Success,13.733,80.235, India
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2014-12-18,Soyuz ST-B/Fregat-MT,O3b FM09-FM12,Active,Success,5.236,-52.768, France
VKS RF,Site 175/59; Baikonur Cosmodrome; Kazakhstan,2014-12-19,Strela,Kondor-E,Retired,Success,45.965,63.305, Kazakhstan
Khrunichev,Site 35/1; Plesetsk Cosmodrome; Russia,2014-12-23,Angara A5/Briz-M,Demo Flight,Active,Success,62.927,40.57, Russia
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-01-10,Falcon 9 v1.1,CRS-5,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-01-21,Atlas V 551,MUOS-3,Active,Success,28.3922,-80.6077, USA
ULA,SLC-2W; Vandenberg AFB; California; USA,2015-01-31,Delta II 7320-10C,SMAP / ELaNa X,Retired,Success,34.742,-120.5724, USA
MHI,LA-Y1; Tanegashima Space Center; Japan,2015-02-01,H-IIA 202,IGS-Radar 5,Active,Success,30.4,130.97, Japan
ISA,Imam Khomeini Spaceport; Semnan Space Center; Iran,2015-02-02,Safir-1B+,Fajr,Active,Success,35.234,53.921,Other
Arianespace,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,2015-02-11,Vega,IXV,Active,Success,5.236,-52.768, France
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-02-11,Falcon 9 v1.1,DSCOVR,Retired,Success,28.3922,-80.6077, USA
ISA,Imam Khomeini Spaceport; Semnan Space Center; Iran,2015-02-17,Safir-1B+,Unknown Payload,Active,Failure,35.234,53.921,Other
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-03-02,Falcon 9 v1.1,ABS-3A & EUTELSAT 115 West B,Retired,Success,28.3922,-80.6077, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-03-13,Atlas V 421,MMS,Active,Success,28.3922,-80.6077, USA
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2015-03-25,Delta IV Medium+ (4;2),GPS IIF-9,Retired,Success,28.3922,-80.6077, USA
Kosmotras,Site 370/13; Yasny Cosmodrome; Russia,2015-03-25,Dnepr,KompSat-3A,Retired,Success,51.107,59.845, Russia
MHI,LA-Y1; Tanegashima Space Center; Japan,2015-03-26,H-IIA 202,IGS-Optical 5,Active,Success,30.4,130.97, Japan
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2015-03-27,Soyuz ST-B/Fregat-MT,Galileo FOC FM03-FM04,Active,Success,5.236,-52.768, France
ISRO,Second Launch Pad; Satish Dhawan Space Centre; India,2015-03-28,PSLV-XL,IRNSS-1D,Active,Success,13.733,80.235, India
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2015-03-31,Rokot/Briz KM,Cosmos 2504 & Goniets-M 21 to 23,Retired,Success,62.927,40.57, Russia
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-04-15,Falcon 9 v1.1,CRS-6,Retired,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2015-04-26,Ariane 5 ECA,Thor 7; SICRAL-2,Active,Success,5.236,-52.768, France
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-04-27,Falcon 9 v1.1,Turkmen??lem52E/MonacoSat,Retired,Success,28.3922,-80.6077, USA
Blue Origin,Blue Origin Launch Site; West Texas; Texas; USA,2015-04-29,New Shepard,NS-1,Active,Success,31.4322,-104.7659, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-05-20,Atlas V 501,OTV-4,Retired,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2015-05-27,Ariane 5 ECA,DirecTV-15; Sky Mexico 1,Active,Success,5.236,-52.768, France
Arianespace,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,2015-06-23,Vega,Sentinel-2A,Active,Success,5.236,-52.768, France
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-06-28,Falcon 9 v1.1,CRS-7,Retired,Failure,28.3922,-80.6077, USA
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2015-07-10,PSLV-XL,UK-DMC3A/B/C & Rideshares,Active,Success,13.733,80.235, India
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-07-15,Atlas V 401,GPS IIF-10,Active,Success,28.3922,-80.6077, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2015-07-15,Ariane 5 ECA,Star One C4; MSG-4,Active,Success,5.236,-52.768, France
ULA,SLC-37B; Cape Canaveral AFS; Florida; USA,2015-07-24,Delta IV Medium+ (5;4),WGS-7,Retired,Success,28.3922,-80.6077, USA
MHI,LA-Y2; Tanegashima Space Center; Japan,2015-08-19,H-IIB,HTV-5,Retired,Success,30.4,130.97, Japan
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2015-08-20,Ariane 5 ECA,Eutelsat 8 West B; Intelsat 34,Active,Success,5.236,-52.768, France
ISRO,Second Launch Pad; Satish Dhawan Space Centre; India,2015-08-27,GSLV Mk II,GSAT-6,Active,Success,13.733,80.235, India
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-09-02,Atlas V 551,MUOS-4,Active,Success,28.3922,-80.6077, USA
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2015-09-11,Soyuz ST-B/Fregat-MT,Galileo FOC FM05-FM06,Active,Success,5.236,-52.768, France
CASC,LC-16; Taiyuan Satellite Launch Center; China,2015-09-19,Long March 6,Demo Flight,Active,Success,38.849,111.608, China
VKS RF,Site 133/3; Plesetsk Cosmodrome; Russia,2015-09-23,Rokot/Briz KM,Cosmos 2507 to 2509,Retired,Success,62.927,40.57, Russia
CASC,Site 95; Jiuquan Satellite Launch Center; China,2015-09-25,Long March 11,Pujian 1 & Others,Active,Success,40.958,100.291, China
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2015-09-28,PSLV-XL,Astrosat & Rideshares,Active,Success,13.733,80.235, India
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2015-09-30,Ariane 5 ECA,NBN Co 1A; ARSAT-2,Active,Success,5.236,-52.768, France
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-10-02,Atlas V 421,Morelos-3,Active,Success,28.3922,-80.6077, USA
ULA,SLC-3E; Vandenberg AFB; California; USA,2015-10-08,Atlas V 401,NROL-55,Active,Success,34.742,-120.5724, USA
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-10-31,Atlas V 401,GPS IIF-11,Active,Success,28.3922,-80.6077, USA
Sandia,LP-41; Kauai; Pacific Missile Range Facility,2015-11-04,Super Stripy,HiakaSat; STACEM & Others,Active,Failure,22.0975,-159.785,Other
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2015-11-10,Ariane 5 ECA,Arabsat 6B; GSAT-15,Active,Success,5.236,-52.768, France
Blue Origin,Blue Origin Launch Site; West Texas; Texas; USA,2015-11-23,New Shepard,NS-2,Active,Success,31.4322,-104.7659, USA
MHI,LA-Y1; Tanegashima Space Center; Japan,2015-11-24,H-IIA 204,Telstar 12 Vantage,Active,Success,30.4,130.97, Japan
Arianespace,ELV-1 (SLV); Guiana Space Centre; French Guiana; France,2015-12-03,Vega,LISA Pathfinder,Active,Success,5.236,-52.768, France
VKS RF,Site 43/4; Plesetsk Cosmodrome; Russia,2015-12-05,Soyuz 2.1v/Volga,Cosmos 2511 and 2512,Active,Partial Failure,62.927,40.57, Russia
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2015-12-06,Atlas V 401,CRS OA-4,Active,Success,28.3922,-80.6077, USA
Roscosmos,Site 45/1; Baikonur Cosmodrome; Kazakhstan,2015-12-11,Zenit-3 SLBF,Elektro-L nâ Â­2,Retired,Success,45.965,63.305, Kazakhstan
ISRO,First Launch Pad; Satish Dhawan Space Centre; India,2015-12-16,PSLV-CA,TeLEOS-1 & Rideshares,Active,Success,13.733,80.235, India
Arianespace,ELS; Guiana Space Centre; French Guiana; France,2015-12-17,Soyuz ST-B/Fregat-MT,Galileo FOC FM8-FM9,Active,Success,5.236,-52.768, France
SpaceX,SLC-40; Cape Canaveral AFS; Florida; USA,2015-12-22,Falcon 9 Block 3,OG2 Mission 2,Retired,Success,28.3922,-80.6077, USA
CASC,LC-3; Xichang Satellite Launch Center; China,2016-01-15,Long March 3B/E,Belintersat 1,Active,Success,28.246,102.027, China
SpaceX,SLC-4E; Vandenberg AFB; California; USA,2016-01-17,Falcon 9 v1.1,Jason-3,Retired,Success,34.742,-120.5724, USA
ISRO,Second Launch Pad; Satish Dhawan Space Centre; India,2016-01-20,PSLV-XL,IRNSS-1E,Active,Success,13.733,80.235, India
Blue Origin,Blue Origin Launch Site; West Texas; Texas; USA,2016-01-22,New Shepard,NS-3,Active,Success,31.4322,-104.7659, USA
Arianespace,ELA-3; Guiana Space Centre; French Guiana; France,2016-01-27,Ariane 5 ECA,Intelsat 29e,Active,Success,5.236,-52.768, France
ILS,Site 200/39; Baikonur Cosmodrome; Kazakhstan,2016-01-29,Proton-M/Briz-M,Eutelsat 9B,Active,Success,45.965,63.305, Kazakhstan
CASC,LC-2; Xichang Satellite Launch Center; China,2016-02-01,Long March 3C/YZ-1,BeiDou M3-S,Active,Success,28.246,102.027, China
ULA,SLC-41; Cape Canaveral AFS; Florida; USA,2016-02-05,Atlas V 401,GPS IIF-12,Active,Success,28.3922,-80.6077, USA
VKS RF,Site 43/4; Plesetsk Cosmodrome; Russia,2016-02-07,Soyuz 2.1b/Fregat,GLONASS-M No.50S,Active,Success,62.927,40.57, Russia
KCST,Pad 1; Sohae Satellite Launching Station; North Korea,2016-02-07,Unha-3,KwangmyÂÂngsÂÂng-4,Active,Success,39.66,124.705,Other
ULA,SLC-6; Vandenberg AFB; California; USA,2016-02-10,Delta IV Medium+ (5;2),NROL-45,Retired,Success,34.742,-120.5724, USA
Eurockot,Site 133/3; Plesetsk Cosmodrome; Russia,2016-02-16,Rokot/Briz KM,Sentinel-3A,Retired,Success,62.927,40.57, Russia
